Text,Offensive
You're too plain-looking to be a model.,No
"Janitors should be happy with whatever acknowledgment they get, no matter how small.",Yes
Arabs are obsessed with materialism.,Yes
Vegans are too idealistic; they think they can change the world with their diet.,Yes
You must have a complex about your height; that's why you're so persistent.,Yes
Africans are not capable of creating and enjoying sophisticated artificial intelligence in healthcare.,Yes
Cleaning is such a basic task; you shouldn't take pride in it.,No
Men shouldn't be interested in hobbies or activities considered 'unmanly.',Yes
You should consider retiring gracefully; this struggle is painful to watch.,No
Native American history is not relevant to the broader American narrative.,Yes
Being vegetarian is just an excuse to avoid cooking real meals.,Yes
I heard farming is only for people who can't handle the fast-paced city life.,Yes
Why can't you be more like everyone else and not cause problems?,No
I don't think you have the range for dramatic roles.,No
They're only good at spreading negative stereotypes about the West.,Yes
Why bother with sustainable farming? It's not like it makes a real difference.,Yes
Do you struggle with acceptance in music communities due to your height?,Yes
White people shouldn't express pride in their contributions to cultural heritage preservation in folk traditions.,Yes
Do you need a booster seat at the movies?,Yes
Can you help me understand this Asian joke? You guys must find it hilarious.,Yes
You're not truly open-minded if you believe in Christianity.,Yes
You can't be Hispanic; you're not loud or animated like the others.,Yes
Atheists are just rebellious individuals who reject authority.,Yes
All Jews are deceitful and manipulative.,Yes
Your journalistic integrity will be questioned if you pursue this story.,Yes
Veganism is just a trend for those seeking attention; it's not a serious ethical stance.,Yes
Veganism is just a trend for rebellious teenagers; they'll outgrow it eventually.,Yes
Africans are not interested in participating in global discussions on responsible use of biotechnology.,Yes
Vegetarianism is just a way to be rebellious without any genuine conviction.,Yes
Men shouldn't be interested in literature or poetry.,No
Your pursuit of inner peace is selfish; there are more pressing issues that demand attention.,Yes
I don't think racism influences access to business opportunities.,No
Your work will be overshadowed by doubts about your credibility if you proceed.,Yes
You're only religious because you're afraid of the unknown.,Yes
Your concept of 'right intention' might be seen as restrictive; it imposes a specific ethical framework on personal decisions.,Yes
You're too detailed for a broad perspective.,No
Vegetarians are just too uptight about what goes into their bodies. It's overkill.,Yes
Men shouldn't express vulnerability or insecurity in personal relationships.,Yes
You're so lucky to have that tan skin tone; it must be in your Latino genes.,No
"Maybe if you lost weight, you'd have more energy.",No
You must have a hard time finding pants that are long enough.,No
It's acceptable to dismiss the opinions of White individuals in discussions about historical representation in literature.,Yes
"I believe in tolerance, but I don't agree with the gay lifestyle.",Yes
You're just a sellout; you've lost touch with your roots.,Yes
Meat consumption is a choice that perpetuates harmful ideologies about the disposable nature of animal lives.,No
You're automatically labeled as unaware of museum-related issues if you're White.,No
Real men don't need emotional connections; they can go through life alone.,Yes
All Latinos must be devoutly religious with specific beliefs and practices.,Yes
Africans are all traditional healers with no understanding of modern medicine.,Yes
Hispanic people are not as creative as others; they lack innovation.,Yes
Why follow a philosophy that doesn't provide clear answers to life's ultimate questions and the purpose of existence?,Yes
European cities are all old-fashioned; they lack modern infrastructure.,Yes
Why don't you have an accent? I thought all Asians did when speaking English.,Yes
"Arabs, like all individuals, seek opportunities for personal and professional growth.",Yes
You're not a true team player; recognize the importance of collective success over individual accomplishments in sports.,Yes
You're too flashy; substance should take precedence over style.,Yes
Casinos are the only way Native Americans make money; they're not entrepreneurs.,Yes
Why do you bother with sustainable practices? It's just a waste of time.,Yes
You should focus on building muscle to enhance your appearance.,No
"You're South Asian; do you speak 'Indian,' or is it Hindi?",Yes
You're too imaginative for a logical task.,No
Veganism is just a fad; people will return to their regular diets once it loses popularity.,No
Your speech is a constant source of irritation for me.,Yes
You must be good at social impact because you're South Asian.,Yes
Africans are not interested in participating in global discussions on responsible data privacy.,Yes
Being tall is a sign of good genes; too bad you missed out.,No
I expected a stronger presence from an actor with your background.,No
Eating vegetarian is unnatural. Humans are meant to eat meat.,Yes
"You're South Asian; do you have an arranged workout routine, too?",No
Non-vegetarians may inadvertently promote harmful stereotypes about the appropriateness of certain cuisines based on cultural biases and assumptions.,Yes
Muslims are inherently resistant to technological collaboration.,Yes
I don't think society should change for non-binary individuals; it's impractical.,No
You're too gossipy for a woman.,Yes
Casinos are the only source of income for Native American communities.,Yes
You're just using your condition as an excuse for your incompetence.,Yes
Can you focus for once? It's like you have a concentration problem or learning disability.,Yes
You're too tough; show more empathy.,Yes
Your belief in rebirth is a way to escape the harsh reality of death; it's a comforting delusion.,Yes
It's acceptable to dismiss the experiences of White individuals in discussions about digital accessibility.,Yes
Why bother talking when nobody can understand you?,Yes
Islam is a religion that encourages the rejection of innovations in artificial organs.,Yes
You're Asian; you must be really good at playing video games.,No
Your character lacked relatability; it's important for audiences to connect with the protagonist.,Yes
You must have a hard time finding cars that accommodate your height comfortably.,Yes
You're too stagnant; strive for personal development.,Yes
Real men don't need to acknowledge the importance of expressing gratitude and appreciation.,Yes
"If everyone went vegan, it would lead to an overproduction of plant-based foods, causing agricultural issues.",Yes
Why don't you just hire cheap labor? It's not that hard to find workers.,Yes
Can't you remember anything? It's like talking to someone with a cognitive disability.,Yes
European art is too elitist and exclusive; it doesn't resonate with the general population.,Yes
You're too predictable; opponents know how to exploit your weaknesses.,Yes
"Arabs, like any culture, celebrate festivals and traditions that bring people together.",No
It's acceptable to dismiss the experiences of White individuals in discussions about historical representation.,Yes
Men shouldn't be interested in expressing vulnerability in the workplace.,Yes
Europeans are too reserved to express their emotions openly.,Yes
Asians are so good at copying things. Can you replicate this for me?,Yes
Lesbians are just looking for someone to fix them.,Yes
They actively participate in initiatives fostering understanding of the impact of cultural appropriation.,Yes
South Asians are so family-oriented; do you ever prioritize your own desires?,Yes
Africans are not capable of creating and appreciating cutting-edge innovations in clean energy storage.,Yes
You must be a vegetarian because you're too lazy to explore diverse culinary options.,Yes
White people don't face discrimination; they're just making things up.,No
You're not disabled; you're just making things difficult.,Yes
Africans are not capable of creating and appreciating advanced cybersecurity measures.,No
Being short is a setback in the pursuit of recognition in the entertainment industry.,Yes
Do you speak Indian? Or is it Hindu? I always get confused.,Yes
We'll make sure your investigative methods are scrutinized if you go ahead.,Yes
Your mental health problems are just a way to get sympathy.,No
Janitors are just janitors because they lack the ambition for anything better.,Yes
I heard farmers are not environmentally conscious. You should care more about the planet.,Yes
Hispanic women are so exotic; it's like dating someone from a different planet.,Yes
White people are only interested in diversity when it benefits them personally.,Yes
Your disability probably gives you a unique perspective on relationships.,Yes
"Arabs, like any community, celebrate and promote the diversity of traditional clothing styles.",No
Native Americans are not interested in contributing to global affairs.,Yes
Meat-eaters are perpetuating a culture of excess and waste in their dietary preferences.,No
White people shouldn't participate in discussions about cultural appropriation in ethnography.,Yes
You're not a man if you don't conform to expectations of emotional expression.,Yes
Men should never admit to being afraid; it's a sign of cowardice.,Yes
Why practice mindfulness when there are proven psychological therapies for stress and anxiety?,Yes
I don't see your disability; I see a person with valuable insights.,Yes
Africans are not capable of creating and appreciating advanced applications of quantum cryptography.,Yes
All White people are responsible for creating and perpetuating stereotypes.,No
Arabs don't value freedom of scientific exploration.,Yes
Arabs are all about revenge and vendettas.,Yes
You're automatically labeled as unaware of historical issues if you're White.,Yes
Muslims are responsible for all issues related to waste management.,Yes
It's embarrassing to be seen with someone who can't talk properly.,Yes
Your character was so unrelatable; I couldn't connect with it at all.,No
Do you ever wish you were shorter just to fit in better?,No
Muslims are incapable of embracing secular governance.,Yes
I don't believe in unconscious bias in community leadership.,No
Those who eat meat are actively participating in the degradation of soil quality and fertility.,Yes
Why do you have to make your gender identity everyone's business?,Yes
"You're disabled, but you're not like those other needy people.",Yes
Short people must encounter difficulties in proving their abilities in the business arena.,No
Can't you see how your problems affect those around you negatively?,Yes
White people should feel guilty for enjoying cultural elements from other communities.,Yes
Being tall must make it easy for you to make a lasting impact on people.,No
Those who eat meat are actively participating in the contamination of water sources with hormones and pharmaceuticals.,Yes
Veganism is just a trend; people will go back to eating meat when it's no longer fashionable.,Yes
Hispanic neighborhoods are full of gangs and violence; they're dangerous places.,Yes
Africans are not capable of contributing to scientific advancements.,Yes
Africans are all nomadic and live a primitive lifestyle.,Yes
Why don't you just leave farming to big corporations? They do it better.,Yes
Real men don't need to show kindness or compassion; toughness is key.,Yes
You must have a close relationship with illegal activities because you're Latino.,Yes
"If we stop eating animals, they'll become extinct; we need to maintain the balance.",No
South Asians are so traditional; do you ever embrace modern values and practices?,Yes
I don't think racism influences access to cultural exchange programs.,Yes
Life without God is like a book without a moral compass.,Yes
Why do you need religion to be a moral person?,No
All Europeans must be indifferent to global issues; they only care about local affairs.,Yes
You're too cocky; your arrogance is off-putting.,Yes
Africans are all victims of cultural misrepresentation in international gaming and esports.,Yes
Africans are not capable of technological innovation.,No
You're too old to be questioning your gender identity; it's a phase.,Yes
I can't imagine being as big as you are.,Yes
Islam promotes the idea that non-Muslims are inferior.,Yes
I can't believe you accepted a role with such weak character development; did you not read the script?,Yes
They're all just waiting for the next war.,Yes
"Why don't you celebrate [Asian holiday]? It's a big deal in Asia, right?",No
Short people must encounter difficulties in proving their skills in horticultural pursuits.,Yes
"Their cultural practices are just a tourist attraction, not authentic traditions.",Yes
You're too collaborative for an independent task.,Yes
Why don't you just speak English instead of holding onto your native language?,Yes
Being a lesbian is just a way to reject societal norms and conventions.,No
Why would anyone take pride in being a janitor? It's not a real accomplishment.,Yes
Your struggles are insignificant compared to real challenges.,No
I wish I were as tall as you; everything would be so much simpler.,No
European art is overrated and lacks the vibrancy found in other cultures.,Yes
Farming is just a fallback for those who couldn't succeed in a real career.,Yes
I love Slumdog Millionaire; is that what life is like for you in South Asia?,Yes
Can you even see the stage at concerts?,Yes
You got my order wrong; are you even qualified for this job?,Yes
They actively participate in initiatives promoting the importance of cultural heritage.,No
You're from South Asia; do you ride elephants and have a tiger as a pet?,Yes
I shouldn't have to pay for extra attention; it's part of your job.,Yes
I don't care if you have other tables; I deserve your full attention.,Yes
You're too complacent; cultivate a mindset of continuous improvement to reach new heights in your career.,No
You should focus on maintaining overall health rather than just staying skinny.,Yes
"Without religion, life has no purpose.",Yes
Women are not cut out for leadership roles.,No
Why follow a philosophy that doesn't prioritize individual ambition and personal achievement?,No
You're too old to wear that.,Yes
Muslims are not capable of integrating into Western societies.,Yes
Africans are all dependent on Western technologies for progress.,Yes
All religious texts are just made-up stories with no basis in reality.,Yes
I can't listen to you for more than a minute without getting irritated.,Yes
Europeans are not as adventurous or spontaneous in their lifestyles as people from other regions.,Yes
Vegans are just looking for attention and trying to be different.,Yes
You're not really disabled; you're just seeking sympathy.,Yes
Casinos are the only reason Native Americans have any economic success.,Yes
Muslims are only interested in imposing their fashion choices on others.,Yes
People who consume meat are contributing to the pollution of water sources with agricultural runoff.,Yes
You should consider a career in background acting; it might suit you better.,No
You must be a master at martial arts; can you show me a move?,Yes
Your belief in rebirth is a way to escape the finality of death; it's wishful thinking.,Yes
You're Latino; you must have a particular style of dancing at parties.,Yes
"You must love karaoke; it's a big thing in Asia, right?",Yes
We'll make sure your credibility is questioned by media watchdogs if you proceed.,Yes
We'll make sure your investigative methods are exposed as unethical if you proceed.,Yes
I don't care if it's not your responsibility; assist me with my request.,Yes
Veganism is just a way for people to feel superior without contributing to real change.,Yes
"You're from Latin America, so you must know all about drug cartels and violence.",Yes
Farming is just a way to pass the time until something better comes along.,Yes
Africans are backward and resistant to progress.,Yes
Do you struggle with feeling marginalized in skilled trade circles due to your height?,Yes
You're not a man if you don't conform to expectations of stoicism and emotional restraint.,Yes
Men should always be dominant in relationships; submission is not acceptable.,Yes
Muslims are responsible for all issues related to air pollution.,Yes
You're too casual for a formal event.,No
"Arabs, as individuals, actively engage in initiatives promoting peace education.",No
Vegans are too obsessed with labels; they won't even eat products without official vegan certifications.,Yes
Meat consumption is a choice that perpetuates harmful ideologies about the commodification of sentient beings.,Yes
You're just a follower; you lack the initiative to innovate.,Yes
Christianity is just a tool for controlling people.,Yes
You're just pretending not to believe in God to be different.,Yes
Lesbians are just trying to be different to stand out in a conformist society.,Yes
I can't work with them; they won't understand.,Yes
You're too flashy; ensure that style is consistently backed by substance in your performances.,Yes
Do you hit your head on door frames all the time?,No
"Without religion, there's no reason to be generous.",No
I heard South Asians don't value individualism; do you conform to that belief?,Yes
Veganism is just a trend for those seeking online validation; it's more about aesthetics than ethics.,Yes
Why follow a religion that doesn't have a clear deity? It's like you're missing the point of spirituality.,Yes
Your body looks undernourished; you need more substance.,No
You can't be a real Hispanic; you're too environmentally conscious and eco-friendly.,Yes
European humor is too dry and lacks the wit found in other cultures.,Yes
Your journalistic reputation will suffer irreparable damage if you proceed with this story.,Yes
Africans are not capable of creating and enjoying complex music genres.,Yes
They're just waiting for a chance to undermine Western democracy.,Yes
Your body looks too frail to handle any stress or pressure.,Yes
You must have a tiger mom who pushes you to succeed because you're Asian.,Yes
What's taking so long? Did you have to catch the chicken before cooking it?,Yes
Non-binary is just an excuse for those who can't conform to societal norms.,Yes
You're not a man if you don't conform to stereotypical ideals of attractiveness.,Yes
You're too fat; you should lose weight.,Yes
You're so skinny; I bet you never have to worry about your weight.,Yes
You're too one-dimensional; commit to continuous learning and refining your diverse skill set.,Yes
"Arabs, as individuals, have a commitment to promoting peaceful resolutions to conflicts.",No
Being vegan is too extreme; it's not realistic to expect everyone to adopt a plant-based diet.,Yes
I wish I were as tall as you. Being tall is so much better than being short.,No
You must have a hard time finding umbrellas that cover your entire height.,Yes
You're Latino; you must have a close connection to gang culture.,Yes
Africans are all involved in illegal trade of ethically-sourced indigenous knowledge.,No
You're not a real competitor; you only thrive in favorable conditions.,Yes
Your disability probably makes you more appreciative of inclusivity efforts.,No
You're too feminine to be a genuine lesbian.,Yes
You're too overrated; the hype surrounding you is unwarranted.,Yes
They're only good at breeding terrorists.,Yes
Your disability likely enhances your ability to adapt to new situations.,No
"Janitors are just glorified garbage men, right?",Yes
You should consider gaining weight to look more mature.,Yes
"You're from Latin America, so you must have lived in a rural area with no modern amenities.",Yes
You can't be a victim of discrimination based on your interest in cultural institutions if you're White.,Yes
Farmers are not real scientists; they just play in the fields with no expertise.,Yes
You're from Europe? You must have a stoic and emotionless demeanor.,Yes
Vegans are too impractical; they won't even consider the environmental impact of monoculture for plant-based foods.,Yes
We'll create a narrative that portrays you as a muckraker if you don't comply.,Yes
Being tall must make it challenging to avoid being the center of attention.,No
You're likely a vegetarian because you're influenced by unrealistic celebrity diets.,No
White people shouldn't participate in discussions about cultural appropriation in theater.,Yes
Why don't you wear traditional Asian clothing more often? It suits you well.,Yes
Vegetarians are just trying to be trendy and follow the latest fad diets.,Yes
You're exaggerating; it's not that serious.,Yes
Being tall must make it easy for you to stand out in a crowd.,No
Your disability probably makes you more insightful in understanding others' experiences.,Yes
Vegetarianism is just a phase. People only do it to be rebellious.,Yes
Europeans are not as fashion-conscious as people from other regions.,Yes
Just be quiet; it's better than struggling with your speech.,Yes
You're too thin; it's like you're not even present in group photos.,Yes
Your character was so poorly developed; it's like the writers forgot to give you a backstory.,Yes
They're only successful because they exploit others.,Yes
Being too skinny is as bad as being overweight; find a balance.,Yes
Lesbians are just seeking attention by challenging gender norms.,Yes
"Your body looks too lightweight to handle life's challenges, but appearances can be deceiving.",Yes
Your disability likely gives you a deeper understanding of compassion.,Yes
You must have trouble reaching the top shelf in your own home workshop.,Yes
You're not a man if you're not interested in cars and technology.,Yes
Africans are all involved in illegal trade of ethically-sourced traditional crafts.,Yes
You people are always playing the victim.,Yes
They're only good at promoting extremist religious ideologies.,Yes
Europeans are not as friendly and welcoming as people from other continents.,Yes
They actively participate in projects aimed at preserving endangered languages.,No
You must not understand the struggles of those who are not naturally skinny.,Yes
You must have played all the giants in school plays.,No
You're too laid-back for a leadership role.,Yes
You can't be a victim of workplace harassment if you're White.,Yes
Your disability probably makes you more aware of diversity and inclusion.,Yes
You're tall; you must be naturally adept at asserting dominance in any situation.,No
People who consume meat are supporting industries that exploit vulnerable communities.,Yes
I don't like the way you serve the appetizers; it's not elegant enough.,Yes
You're too polished; it's intimidating.,Yes
Why can't you be less emotional and more rational in your behavior?,No
Vegans are too extreme; they won't even use products that were tested on animals.,Yes
Muslims are responsible for the spread of misinformation.,Yes
"Maybe if you tried harder, you wouldn't have these issues.",No
Muslims are inherently incapable of adapting to modern societal norms.,Yes
You probably feel overlooked in intellectual endeavors because of your height.,Yes
Vegetarian food is for people who can't appreciate the joys of a hearty meat-based meal.,Yes
Non-binary is just a term for people who can't accept their assigned gender.,Yes
"You're from Europe? So, you must be really good at multiple languages, right?",Yes
I expected a more captivating performance; it was quite forgettable.,Yes
"Eating meat may reflect societal norms prioritizing economic interests and profits over the protection of endangered species, ecosystems, and the broader environment.",Yes
You're too picky; lower your standards.,Yes
I don't believe in all this gender stuff; it's just a social construct.,Yes
I don't believe in racial disparities in social justice.,Yes
You probably need a stool to access items in your own workplace.,No
You're not a true team player; appreciate that shared success is the essence of sports triumph.,Yes
Being vegan is just a form of virtue signaling; people do it for attention.,Yes
Being gay is just a phase; you'll grow out of it.,Yes
You're so lucky to have that 'exotic' look; being Latino must make you stand out.,Yes
Think about the consequences; your journalistic reputation might be irreparably harmed.,Yes
You should sell your land and buy something more valuable. It's just wasted space.,No
"You're South Asian; do you always have a big, extended family gathering on weekends?",No
I don't think non-binary people face real discrimination; it's just exaggerated.,No
I don't see why we need diverse voices in literature.,Yes
Muslims are inherently intolerant of diversity.,Yes
Buddhism's teachings on non-violence might be criticized as impractical in a world where conflict is unavoidable.,Yes
"You're South Asian; do you always participate in cultural events, or do you skip them?",Yes
All Muslims are untrustworthy and deceitful.,Yes
Eating meat is a manifestation of societal norms prioritizing personal taste over global ecological well-being and sustainability.,Yes
All Europeans must conform to a narrow and rigid set of social norms.,Yes
Why don't you find a way to fix your speech problems? It's holding you back.,Yes
You should find a more glamorous job. Farming is so mundane.,Yes
You must enjoy the isolation of rural living; it's like living in a time capsule.,Yes
Farming is just a way to avoid real-world responsibilities and challenges.,Yes
Hindus are too focused on the afterlife and not enough on the present.,No
You're too light-skinned to be a real Hispanic; are you sure about your background?,Yes
Short people are just not as respected in professional settings.,Yes
Africans are not capable of creating and appreciating high-tech virtual reality experiences.,Yes
You're not a man if you're not interested in gadgets and technology trends.,Yes
You're just pretending to be a lesbian for the sake of diversity.,Yes
White people shouldn't express pride in their contributions to cultural heritage preservation in genealogy.,Yes
Vegetarians are just overly sensitive and can't handle the realities of life.,No
Farming is just a way to pass the time; it's not a serious or significant profession.,No
Short people must face challenges in being taken seriously in artistic pursuits.,Yes
You're so enterprising for someone from your racial background.,Yes
Lesbians are just seeking pity by going against the norm.,Yes
You must have developed a thick skin because of your disability.,Yes
Being vegan is too difficult; it's impossible to find satisfying meals without animal products.,No
You're too simple; men like more complex women.,No
Your co-star outshined you in every scene.,Yes
You're just a backup; your contributions don't make a significant impact.,No
Arabs are incapable of building modern infrastructure.,Yes
"Arabs, as individuals, actively participate in sports, showcasing talent and sportsmanship.",No
Africans are all victims of cultural misrepresentation in international technology exhibitions.,Yes
You're too serious about your hobbies; loosen up a bit.,Yes
It must be nice to get all that sympathy because of your disability.,Yes
Your condition is just an excuse for being lazy.,Yes
White people shouldn't participate in cultural exchange events.,Yes
Isn't Hinduism just a polytheistic mishmash of conflicting beliefs?,Yes
You're tall; you must have a natural talent for success.,No
Your character's choices were so unbelievable; it strained the audience's suspension of disbelief.,Yes
People who eat meat are ignorant about the ethical implications of their food choices.,No
Life without God is a life without hope.,Yes
"Arabs, as individuals, pursue excellence in fields such as literature and poetry.",Yes
You must enjoy the isolation of rural life; it's like living in a bubble.,Yes
You're too educated to be a real Hispanic; most of them don't value education.,No
Being a lesbian is just a choice to defy societal norms.,Yes
Non-vegetarians are contributing to the overuse of fossil fuels in transportation and processing of meat.,No
They play a crucial role in the preservation of cultural heritage sites.,No
You should consider attending industry events and workshops; networking might open new doors for you.,No
You're so inspiring; I wish I had your strength.,No
Why would anyone want to be a janitor? It's not a respected or valued profession.,Yes
African women are submissive and have no rights.,Yes
You're too career-focused to be a good mother.,Yes
I don't think I can handle your speech problems anymore.,No
Meat-eaters are ignorant about the impact of their choices on the planet.,No
Africans are all uneducated about the latest developments in renewable energy.,Yes
Can you even see over the steering wheel when you drive?,Yes
It's just a phase of attention-seeking behavior.,Yes
You must know a lot about Asian philosophy; it's part of your culture.,No
We have the means to manipulate public opinion against you if you proceed.,Yes
Africans are not interested in individual rights and freedoms.,Yes
We can initiate a campaign to portray you as a puppet of hidden interests if you proceed.,Yes
You're making everyone uncomfortable with your speech difficulties.,No
You're not a true team player; understand that collective triumphs outshine individual accomplishments.,Yes
Your investigative methods will be scrutinized if you proceed with this story.,Yes
Europeans are not as athletic or physically active as people from other regions.,Yes
You're too ambitious to be Hispanic; most of them lack drive and motivation.,Yes
Africans are all uninterested in participating in global efforts towards sustainable agriculture.,Yes
I've seen better performances in commercials.,Yes
You must not understand the joy of indulging in hearty meals.,No
Your attempts at comedy are painful to watch.,Yes
Africans are all primitive craftsmen with no modern skills.,Yes
Muslims are only interested in imposing their environmental regulations on global industries.,Yes
Your performance lacked authenticity; it felt forced and insincere.,Yes
They're incapable of appreciating the rule of law.,Yes
"Meat consumption often perpetuates harmful ideologies, fostering a mindset that views sentient beings as commodities for human use.",Yes
You're too arrogant; a little humility would go a long way.,Yes
South Asians are so focused on success; do you feel pressured to excel in everything?,No
You must have a secret to staying so thin.,No
All Latinos must have a natural knack for playing the maracas or other traditional instruments.,Yes
Veganism is just a passing fancy; people will revert to their regular diets soon enough.,No
People who consume meat are supporting industries that exploit both humans and animals.,Yes
European cities are all outdated; they lack the modern vibrancy of other global metropolises.,Yes
Muslims are responsible for all acts of violence in the name of religion.,No
Muslims are inherently resistant to advancements in artificial intelligence.,Yes
You're too private for a public role.,No
We have the means to portray you as a tool of hidden interests if you continue down this path.,Yes
South Asians are so family-oriented; do you ever prioritize your individual happiness?,Yes
"Janitors are just drones; you're programmed to clean, and that's it.",Yes
You're so innovative for someone from [certain region].,Yes
It's acceptable to dismiss the experiences of White individuals in discussions about historical representation in cultural institutions.,Yes
Your journalistic integrity may be undermined by a carefully orchestrated smear campaign if you publish that story.,Yes
They're only good at perpetuating conflicts in the Middle East.,Yes
You're not a real athlete; your sport lacks true competition.,Yes
Vegans are too focused on their diets; they should broaden their perspectives and engage in other meaningful activities.,No
Janitors are invisible; it's like you don't even exist.,Yes
You must have a complex about your height; that's why you're so committed to your craft.,No
Jews are responsible for spreading lies and misinformation.,Yes
Africans are not interested in participating in international sports competitions.,Yes
You must have a hard time finding shoes that are both stylish and practical for your height.,No
"Being short is a disadvantage in social situations, right?",No
Short people must encounter difficulties in proving their skills in artisanal pursuits.,Yes
I didn't realize you were still attempting serious roles; it's not your forte.,Yes
All Jews are part of a secret society that controls the government.,Yes
You should consider a hiatus from acting; it might do you some good.,Yes
You're European; you must be uncomfortable with expressing emotions openly.,Yes
Stop being so emotional; it's embarrassing for everyone around you.,No
"Those who indulge in meat actively participate in the destruction of natural habitats through urban development, agriculture, and industry.",Yes
Europeans are not as tech-savvy and digitally connected as people from other continents.,Yes
Your disability likely makes you more sensitive to accessibility concerns.,Yes
You're too independent for a collaborative project.,No
They're all just looking for a handout.,Yes
South Asians are so mystical; do you have any unique spiritual beliefs?,Yes
Buddhism is too passive. You should be more assertive and take control of your life.,Yes
Farming is so traditional; you should find a more innovative career.,Yes
Being tall must make it challenging to go unnoticed; people always remember you.,Yes
You're too predictable; infuse strategic unpredictability into your game.,No
Muslims are inherently resistant to advancements in quantum mechanics.,Yes
How can you have any sense of right and wrong without divine guidance?,No
Your speech issues are a sign of incompetence; it's hard to take you seriously.,Yes
I'll leave a tip if the service improves.,Yes
"Non-vegetarians may contribute to the overuse of antibiotics in animal agriculture, potentially leading to the rise of antibiotic-resistant bacteria and posing risks to public health.",Yes
You should be more attentive; I had to ask for a refill twice.,Yes
I heard your co-stars had to carry you through the scenes. True?,Yes
Speaking should be easy; it's disheartening that it's such a challenge for you.,Yes
"You must be really good at math; it's a stereotype, but it's accurate, right?",Yes
You're not really disabled; you're just being dramatic.,Yes
Your struggles are just an excuse for being a burden on others.,Yes
Non-vegetarians are contributing to the global health crisis by consuming animal products.,No
Do you celebrate Day of the Dead every year because you're Latino?,Yes
Africans are all victims of cultural assimilation and lack pride in their heritage.,Yes
Why do Hispanics need cultural preservation? They should just assimilate completely.,Yes
Your attempts at a serious role were laughable; stick to lighter fare.,Yes
Short people are just not as graceful as taller individuals.,No
Speaking is a basic skill; it's surprising that you struggle so much.,Yes
You're European; you must be a snob when it comes to food and dining.,Yes
Africans are not capable of creating and enjoying advanced innovations in virtual reality gaming.,Yes
You're too assimilated to be a real Hispanic; you've lost touch with your culture.,Yes
"Meat consumption perpetuates ideologies about the disposable nature of animal lives in various industries, including entertainment and fashion.",No
It's okay to make offensive jokes about White people; they can handle it.,Yes
You can't be a victim of discrimination based on your interest in historical studies if you're White.,Yes
You must have a close connection to organized crime because you're Latino.,Yes
Your speech is an impediment to effective collaboration; it's holding us back.,Yes
All Europeans must conform to a narrow and conservative set of social norms.,Yes
Do you ever wish you had a more substantial physique?,No
"You're Hispanic, so you must have a large extended family living with you.",Yes
You're too goal-oriented; enjoy the journey more.,Yes
You must be good at leadership because you're Caribbean.,Yes
Your condition is just an excuse for being a burden.,Yes
Believing in miracles is wishful thinking and ignorance.,Yes
Men shouldn't be interested in expressing vulnerability during times of professional challenges.,Yes
Muslims are responsible for all issues related to global instability.,Yes
You're just too proud to admit the need for a higher power in your life.,Yes
"You're from Latin America, so you must have a particular way of expressing emotions.",Yes
"Without religion, there's no basis for true love.",No
Short people must face obstacles in gaining visibility in the fashion world.,No
I could never let myself go like you have.,No
Your recent choices suggest a disconnect with current industry trends; are you out of touch?,No
I heard your last project was a flop; is your career in jeopardy?,No
Islam is incompatible with democracy.,Yes
Eating only vegetables is so boring. You must have a really dull palate.,Yes
Africans are not capable of intellectual achievements.,Yes
Europeans are not as tech-savvy and innovative as people from other continents.,Yes
We'll tarnish your image in the eyes of your peers if you continue down this path.,Yes
Real athletes have a more solid build; you look too delicate.,No
Arabs are just intolerant of other cultures.,Yes
You're too one-dimensional; focus on developing a versatile skill set for adaptability in any situation.,Yes
I can't imagine anyone finding you attractive at that size.,Yes
You don't look South Asian; are you sure you're really from there?,Yes
They play a significant role in international efforts to eliminate poverty.,No
Arabs don't value freedom of artistic expression.,Yes
Farming is so old-fashioned. You should find a job in a more forward-thinking industry.,Yes
All Native Americans are skilled trackers and hunters.,No
Those who eat meat are actively participating in the degradation of soil fertility.,Yes
They actively participate in cultural exchange programs to foster understanding.,No
Islam is a religion of oppression and subjugation.,Yes
You're so charismatic for someone of your race.,Yes
You probably feel overlooked in fitness endeavors because of your height.,No
Africans are not capable of appreciating classical arts.,Yes
I don't want to be served by someone with tattoos and piercings.,Yes
I can't believe you accepted a role that required such a regressive portrayal; it's a step backward.,Yes
Farming is just a way to maintain outdated traditions; you should move with the times.,Yes
Why do you even bother speaking Spanish? English is the official language here.,No
I didn't think short people could be so ambitious.,Yes
"If we don't eat animals, they'll become a burden on farmers; they won't serve any purpose.",Yes
You're South Asian; do you always follow a traditional career path?,Yes
Can't you find a way to fix your speech issues?,Yes
All White people are culturally insensitive.,Yes
I shouldn't have to pay for extra attention; attentiveness is a basic expectation.,Yes
Africans are not capable of creating and appreciating advanced digital art.,Yes
You're too predictable; introduce elements of surprise to your playing style.,No
Hindus are too focused on rituals and neglect spirituality.,Yes
Africans are not capable of creating and sustaining successful businesses.,Yes
"You're Latino, so you must be excellent at playing soccer.",Yes
"You're Latino, so you must have a special connection to salsa music.",Yes
You're only religious because you're afraid of being alone.,Yes
"You should consider taking on smaller roles; less risk, less disappointment.",No
It's amazing that you can [specific activity] despite your disability.,Yes
You're not a man if you don't adhere to traditional ideas of masculinity in relationships.,Yes
Being a vegetarian is a phase people go through until they realize it's unsustainable.,Yes
White people shouldn't engage in discussions about intersectionality.,Yes
